"gid"|"geom"|"categoria"|"nome"|"citta"|"indirizzo"|"numero"|"cap"|"fonte"|"note"|"pubblicabile"|"verificato"|"datains"|"utenins"|"datamod"|"utenmod"|"dataver"|"utenver"|"distanza_minima"|"comune_ist"|"comune_nom"
"1422"|"0101000020787F0000E0A3A1BACD2E1B415FB1FC72A17B5341"|"Banche-ATM"|""|"Domodossola"|"VIA LUIGI CADORNA, 4 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1425"|"0101000020787F0000A32317EABF321B41B0151BFE817B5341"|"Banche-ATM"|""|"Domodossola"|"PIAZZA MATTEOTTI, 16 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1426"|"0101000020787F000077473E2ECE2D1B41657CEF48637B5341"|"Banche-ATM"|""|"Domodossola"|"PIAZZA REPUBBLICA DELL'OSSOLA, 4 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1427"|"0101000020787F00008EB505E12E2E1B41945DD609B17B5341"|"Banche-ATM"|""|"Domodossola"|"VIA COL.A. BINDA, 25 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1428"|"0101000020787F0000435894302E301B410C2EE2673B7B5341"|"Banche-ATM"|""|"Domodossola"|"CORSO FERDINANDO DISSEGNA, 6/8 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1429"|"0101000020787F0000CF5AAB91102F1B41F167CE2F6D7B5341"|"Banche-ATM"|""|"Domodossola"|"CORSO FRATELLI DI DIO, 13 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1430"|"0101000020787F000067D5B72968301B410D7162AF717B5341"|"Banche-ATM"|""|"Domodossola"|"CORSO P.FERRARIS, 21 DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1431"|"0101000020787F0000AE436C039D321B4183C8FF7A727B5341"|"Banche-ATM"|""|"Domodossola"|"PIAZZA MATTEOTTI DOMODOSSOLA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"5289"|"0101000020787F000037618453AB2F1B41E3A664A9997B5341"|"Poste"|""|"Domodossola"|"GRAMSCI 13 (PIAZZA), VERBANIA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"5371"|"0101000020787F0000BFC434C16E321B41C75EAC12767B5341"|"Poste"|""|"Domodossola"|"PIAZZA MATTEOTTI 6, BEURA CARDEZZA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"6240"|"0101000020787F00005191B26E32321B41C591B8935B7B5341"|"Poste"|""|"Domodossola"|"MATTEOTTI 21 DOMO (PIAZZA), DOMODOSSOLA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"6241"|"0101000020787F00005DE505903C291B41579CEFE2AD7B5341"|"Poste"|""|"Domodossola"|"ROMITA 7 (VIA), DOMODOSSOLA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"6247"|"0101000020787F0000A40D2F4924331B41583962C7837B5341"|"Poste"|""|"Domodossola"|"MATTEOTTI 21 (PIAZZA), DOMODOSSOLA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"8386"|"0101000020787F00008C703D0AEC2C1B41CAD4A300557C5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Domodossola"|"Via Terracini 23"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"8572"|"0101000020787F0000E7FFFFFFC7291B41C1FDFF7F067C5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Domodossola"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"9175"|"0101000020787F00008A703D0A882A1B41CAD4A300107B5341"|"Scuola"|"Scuola - Infanzia-primaria-sec. 1 Gr.-sec. 2 Gr."|"Domodossola"|"Via Mattarella 5"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"9176"|"0101000020787F00008A703D0AC82A1B41CBD4A3802F7B5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Domodossola"|"Via A: Rosmini 24"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"9565"|"0101000020787F0000260AD7A3912C1B41276466D6B87B5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Domodossola"|"Via Matilde Ceretti, ."|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"10145"|"0101000020787F0000E7FFFFFFEB2C1B41C1FDFFBFC77B5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Domodossola"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"11163"|"0101000020787F00008C703D0A442B1B41CAD4A3804E7C5341"|"Scuola"|"Scuola - Infanzia"|"Domodossola"|"Via San Francesco D`assisi 23"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"11278"|"0101000020787F0000E5FFFFFF87241B41C2FDFFBF2E7C5341"|"Scuola"|"Scuola - Sec. 2 Gr."|"Domodossola"|"Via Menotti 5/7"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"103028"|"Domodossola"
"1231"|"0101000020787F0000FB257C8B2DCC1D41AB4A29B750055341"|"Banche-ATM"|""|"Isola Sant'antonio"|"PIAZZA PESO PUBBLICO ISOLA SANT'ANTONIO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006087"|"Isola Sant'Antonio"
"5856"|"0101000020787F0000B3BA2CDB8ECC1D41AED79E7C39055341"|"Poste"|""|"Isola Sant'antonio"|"PRATOLUNGO 48 (VIA), ISOLA SANT'ANTONIO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006087"|"Isola Sant'Antonio"
"9620"|"0101000020787F00000300000060CC1D41BAFDFFBF86055341"|"Scuola"|"Scuola - Primaria"|"Isola Sant`antonio"|"Piazza Garibaldi, 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006087"|"Isola Sant'Antonio"
"11392"|"0101000020787F0000E37A14AEADCA1D41178DC24588055341"|"Scuola"|"Scuola - Infanzia"|"Isola Sant`antonio"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006087"|"Isola Sant'Antonio"
"661"|"0101000020787F000062EC02E29C001A418540D9F0E5425341"|"Banche-ATM"|""|"Tollegno"|"VIA GARIBALDI, 11 TOLLEGNO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"662"|"0101000020787F0000E37443D0A6011A41C16FD3D0C6425341"|"Banche-ATM"|""|"Tollegno"|"VIA XX SETTEMBRE, 6/8 TOLLEGNO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"5887"|"0101000020787F0000683CA9E8BC001A411D01324BBA425341"|"Poste"|""|"Tollegno"|"VIA MARTIRI LIBERTA' 3 A, MIAGLIANO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"6058"|"0101000020787F00003381CCD938FC1941402C77BB9E425341"|"Poste"|""|"Tollegno"|"VIA OBERDAN 32C, TOLLEGNO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"8482"|"0101000020787F000090FFFFFF27011A41BCFDFFFFDD425341"|"Scuola"|"Scuola - Primaria-sec. 2 Gr."|"Tollegno"|"Via Garibaldi 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"5572"|"0101000020787F0000B9CB22BDC6241B4130B69AF7552D5341"|"Poste"|""|"Casanova Elvo"|"VIA GRAMSCI 6, CASANOVA ELVO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002033"|"Casanova Elvo"
"11112"|"0101000020787F0000666F3D0AD8FA1841C3D4A3C0902C5341"|"Scuola"|"Scuola - Infanzia"|"Scarmagno"|"Via Maestra 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001261"|"Scarmagno"
"8594"|"0101000020787F000035703D0A24021A41C6D4A3C0F5425341"|"Scuola"|"Scuola - Infanzia"|"Tollegno"|"Via Don Minzoni 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"096068"|"Tollegno"
"5803"|"0101000020787F0000B5651FFC27281641B96844EB05D55241"|"Poste"|""|"Frassino"|"VIA SAN ROCCO 4, FRASSINO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004092"|"Frassino"
"5185"|"0101000020787F00005493D685B49916416BFBDBB898BB5241"|"Poste"|""|"Valloriate"|"FRAZIONE AIRALE 24, VALLORIATE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004235"|"Valloriate"
"828"|"0101000020787F000067F39D8498FE19415BEA493787285341"|"Banche-ATM"|""|"Borgo D'ale"|"VIA ROMA, 8 BORGO D'ALE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002015"|"Borgo d'Ale"
"1939"|"0101000020787F0000308657EE87FE19412C7BBDFE76285341"|"Banche-ATM"|""|"Borgo D'ale"|"PIAZZA CADUTI, 7 BORGO D'ALE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002015"|"Borgo d'Ale"
"5465"|"0101000020787F000057F6C758B2FE1941A29CF5958E285341"|"Poste"|""|"Borgo D'ale"|"VIA ROMA 17, BORGO D'ALE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002015"|"Borgo d'Ale"
"8674"|"0101000020787F00002B9999999D041A41BCFDFF9F79285341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Borgo D`ale"|"Via Arbuscello N. 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002015"|"Borgo d'Ale"
"8844"|"0101000020787F000033703D0A70FD1941C5D4A34092285341"|"Scuola"|"Scuola - Infanzia"|"Borgo D`ale"|"Via Cavour 2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002015"|"Borgo d'Ale"
"6459"|"0101000020787F0000888B04D2A92C1641944E859753F75241"|"Poste"|""|"Porte"|"VIA NAZIONALE 88, PORTE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001200"|"Porte"
"8624"|"0101000020787F00008DEB285C752A16417AFDFF1F6FF75241"|"Scuola"|"Scuola - Infanzia-primaria"|"Porte"|"Via M. Lossani, 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001200"|"Porte"
"10154"|"0101000020787F00006C663D0A242A164184D4A3C06CF75241"|"Scuola"|"Scuola - Primaria"|"Porte"|"Via Lossani 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001200"|"Porte"
"415"|"0101000020787F000089527A4BBFDD1C41EA2D56D963E75241"|"Banche-ATM"|""|"Predosa"|"PIAZZA MATTEOTTI, 23 PREDOSA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"5136"|"0101000020787F000020FE2DDE67DD1C4109045A066FE75241"|"Poste"|""|"Predosa"|"VIA CAVOUR 6 , PREDOSA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"6443"|"0101000020787F000093FAB10C56B21C419F91C08258E55241"|"Poste"|""|"Predosa"|"PELIZZA 3 (VIA), PREDOSA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"8746"|"0101000020787F000013AE47E194DA1C412B3B0A7763E75241"|"Scuola"|"Scuola - Primaria-sec. 1 Gr."|"Predosa"|"V. Marconi N. 1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"9103"|"0101000020787F0000460A652196DA1C412CEAD9E463E75241"|"Scuola"|"Scuola - Primaria"|"Predosa"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"9367"|"0101000020787F0000133591CDBDDE1C41CAA6AD3036E75241"|"Scuola"|"Scuola - Infanzia"|"Predosa"|"Via Gramsci,  23"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"006140"|"Predosa"
"5052"|"0101000020787F00006F70C817B4D31B4196AD87084F345341"|"Poste"|""|"Recetto"|"CAVOUR 8 (VIA), RECETTO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003129"|"Recetto"
"8802"|"0101000020787F0000F7FFFFFF2BD41B41BCFDFF3F51345341"|"Scuola"|"Scuola - Infanzia"|"Recetto"|"Via Cavour 8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003129"|"Recetto"
"6117"|"0101000020787F000024AEE20143FA18415D6BA002B02C5341"|"Poste"|""|"Scarmagno"|"PIAZZA MARIA E SAVINO ENRICO 1, SCARMAGNO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001261"|"Scarmagno"
"8654"|"0101000020787F0000686F3D0A44FD1841C2D4A3409C2C5341"|"Scuola"|"Scuola - Primaria"|"Scarmagno"|"Via Romano -presso Il Comune Di Scarmagno"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001261"|"Scarmagno"
"1478"|"0101000020787F00009C86F4277A3B1C419D6E32D94D4F5341"|"Banche-ATM"|""|"Gattico"|"VIA LEONARDI, 1 GATTICO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003071"|"Gattico"
"1482"|"0101000020787F00005C54CD7A473B1C4150D3BD153F4F5341"|"Banche-ATM"|""|"Gattico"|"PIAZZA LEONARDI, 4 GATTICO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003071"|"Gattico"
"8648"|"0101000020787F0000FDFFFFFF73391C41BDFDFF7F894F5341"|"Scuola"|"Scuola - Infanzia-sec. 1 Gr."|"Gattico"|"Viale S. Rocco N. 16"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003071"|"Gattico"
"9311"|"0101000020787F00001421DECE7E391C41128278347E4F5341"|"Scuola"|"Scuola - Sec. 1 Gr."|"Gattico"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003071"|"Gattico"
"1879"|"0101000020787F000076801E2FB1EE17410C7FF4C121BE5241"|"Banche-ATM"|""|"Beinette"|"VIA MARIO ROSSO, 55 BEINETTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004016"|"Beinette"
"1880"|"0101000020787F000096977A19EDEE174174220F6C40BE5241"|"Banche-ATM"|""|"Beinette"|"VIA VITTORIO VENETO, 4 BEINETTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004016"|"Beinette"
"1881"|"0101000020787F00003319C6C3C9EF17414AEAC6B809BE5241"|"Banche-ATM"|""|"Beinette"|"VIA XXIV MAGGIO, 13 BEINETTE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004016"|"Beinette"
"5386"|"0101000020787F000042B401CA06EE1741B05C6DFD4EBE5241"|"Poste"|""|"Beinette"|"VITTORIO VENETO 3 (VIA), BEINETTE, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004016"|"Beinette"
"9389"|"0101000020787F0000A86D3D0AB4ED1741C0D4A3403EBE5241"|"Scuola"|"Scuola - Infanzia"|"Beinette"|"Via Giovanni Xxiii 4"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004016"|"Beinette"
"852"|"0101000020787F00007D5B9A1832801941782D5F43F9E55241"|"Banche-ATM"|""|"Corneliano D'alba"|"PIAZZA COTTOLENGO, 42 CORNELIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"2103"|"0101000020787F0000D4267770F121174165C85D5CBDCE5241"|"Banche-ATM"|""|"Busca"|"VIA UMBERTO I, 7 BUSCA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"1287"|"0101000020787F0000A85B0555717A19418FEDE1C906E65241"|"Banche-ATM"|""|"Corneliano D'alba"|"VIA TORINO, 64/C CORNELIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"1292"|"0101000020787F00009BE428BBD980194195EA31A3FDE55241"|"Banche-ATM"|""|"Corneliano D'alba"|"PIAZZA COTTOLENGO, 23 CORNELIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"1293"|"0101000020787F000032C4FD260A8119419CAC6A45FDE55241"|"Banche-ATM"|""|"Corneliano D'alba"|"PIAZZA COTTOLENGO, 36 CORNELIANO D'ALBA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"6184"|"0101000020787F00008A6624190D8019412994928A07E65241"|"Poste"|""|"Corneliano D'alba"|"CAVOUR 17 (VIA), CORNELIANO D'ALBA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"8186"|"0101000020787F00006A5B8FC24380194104DF7A34C2E55241"|"Scuola"|"Scuola - Infanzia"|"Corneliano D`alba"|"Via Sismonda 14"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004072"|"Corneliano d'Alba"
"5733"|"0101000020787F00002E13CF6B529718419E27DA9D9C315341"|"Poste"|""|"Vidracco"|"CERATTO 2 (VIA), VIDRACCO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001298"|"Vidracco"
"5734"|"0101000020787F0000FDB583367A86184169CBD98359315341"|"Poste"|""|"Vidracco"|"VIA COMM.M.CERATTO 2, VIDRACCO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001298"|"Vidracco"
"6360"|"0101000020787F0000444754E074921441A4D86E21D00E5341"|"Poste"|""|"Exilles"|"VIA ROMA 87, EXILLES, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"001100"|"Exilles"
"218"|"0101000020787F00005D55E7223B6E17418D0B23E2AFD15241"|"Banche-ATM"|""|"Villafalletto"|"PIAZZA MAZZINI, 24 VILLAFALLETTO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"219"|"0101000020787F00004C4C472A2070174176FB0408DDD15241"|"Banche-ATM"|""|"Villafalletto"|"VIA VITTORIO VENETO, 24 VILLAFALLETTO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"225"|"0101000020787F0000E58B51F99B711741184E04BCD0D15241"|"Banche-ATM"|""|"Villafalletto"|"CORSO UMBERTO I, 50 VILLAFALLETTO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"5720"|"0101000020787F00006E0AE335A56F1741A466A03204D25241"|"Poste"|""|"Villafalletto"|"RUDERI DEL CASTELLO 3 (VIA), VILLAFALLETTO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"8443"|"0101000020787F00006C1A85EBDA721741B9D4A3001ED25241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Villafalletto"|"Via Vottignasco, 9"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"9349"|"0101000020787F0000536C3D0A80711741B9D4A3C0BBD15241"|"Scuola"|"Scuola - Infanzia"|"Villafalletto"|"Via Roma,  2"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"9471"|"0101000020787F0000A0FBFFFFBB6C1741B6D4A30093D15241"|"Scuola"|"Scuola - Primaria"|"Villafalletto"|"Piazza Falletti N. 15"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004244"|"Villafalletto"
"6306"|"0101000020787F00007BDE6F85AF911B411754C93B002E5341"|"Poste"|""|"Oldenico"|"VIA ROMA 29, OLDENICO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"002089"|"Oldenico"
"5864"|"0101000020787F00003402DB3685B31941D379C1C391C55241"|"Poste"|""|"Igliano"|"PIAZZA ROMA 1, IGLIANO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004102"|"Igliano"
"5834"|"0101000020787F00002493159173BC1941A73457DAB1C65241"|"Poste"|""|"Igliano"|"VIA CAPOLUOGO 1, LEQUIO TANARO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"004102"|"Igliano"
"421"|"0101000020787F000054B256977AF11A41CAC778A9B0FD5241"|"Banche-ATM"|""|"Portacomaro"|"CORSO MATTEOTTI, 35 PORTACOMARO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"422"|"0101000020787F00008BBE0D7DEFF11A41972CAEE6D5FD5241"|"Banche-ATM"|""|"Portacomaro"|"PIAZZA MARCONI, 12 PORTACOMARO"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"6458"|"0101000020787F0000E327F25636EF1A4143A2831AE8FD5241"|"Poste"|""|"Portacomaro"|"VIA A. DEGIANI  8, PORTACOMARO, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"9296"|"0101000020787F000082703D0AD0F21A41C6D4A3C0DCFD5241"|"Scuola"|"Scuola - Primaria"|"Portacomaro"|""|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"9366"|"0101000020787F000080703D0A20F01A41C7D4A300F2FD5241"|"Scuola"|"Scuola - Infanzia"|"Portacomaro"|"Via San Degiani,  8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"10194"|"0101000020787F000082703D0AF0F21A41C7D4A300DAFD5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Portacomaro"|"Via Dante 26/28"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"10498"|"0101000020787F0000DEFFFFFFCFF21A41BDFDFF7FD9FD5241"|"Scuola"|"Scuola - Primaria-sec. 1 Gr."|"Portacomaro"|"Primaria Via Dante 26 Sec. 1 Gr. Via Dante 28"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"300"|"005087"|"Portacomaro"
"6340"|"0101000020787F0000950DC9258DD31B41DB8D8E54B2975341"|"Poste"|""|"Formazza"|"PONTE 4 (FRAZIONE), FORMAZZA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"300"|"103031"|"Formazza"
"664"|"0101000020787F00000C0C3659E5351741CB1E21989FCC5241"|"Banche-ATM"|""|"Tarantasca"|"VIA LAGHI DI AVIGLIANA, 2/B TARANTASCA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"803"|"0101000020787F0000C42A1450921D1741F4FF77F9C6CE5241"|"Banche-ATM"|""|"Busca"|"VIA R. D'AZEGLIO, 39 BUSCA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"1243"|"0101000020787F0000D3F0ECAF7122174133A2EEA1DBCE5241"|"Banche-ATM"|""|"Busca"|"PIAZZA SAVOIA 1 BUSCA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"2102"|"0101000020787F0000545DF79EC52017412EE58D2EB5CE5241"|"Banche-ATM"|""|"Busca"|"VIA UMBERTO I, 25 BUSCA"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"1997"|"0101000020787F00003431F598A9E41B41A49C8298B0505341"|"Banche-ATM"|""|"Briga Novarese"|"VIA BORGOMANERO, 2 BRIGA NOVARESE"|""|""|"Banca d'Italia"|""|"S"|"S"|""|""|""|""|""|""|"300"|"003026"|"Briga Novarese"
"5536"|"0101000020787F0000EA1FD5A0191F1741BEAC1DC5ECCE5241"|"Poste"|""|"Busca"|"LUIGI EINAUDI (VIA), BUSCA, ITALIA"|""|""|"http://www.blia.it/utili/abicab/elencoposte.php"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"8248"|"0101000020787F0000EE6066665F1C17412CE951F8DFCE5241"|"Scuola"|"Scuola - Infanzia"|"Busca"|"Via Pes Di Villamarina,  1"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
"9575"|"0101000020787F000007380AD7D91F1741887814AEDECE5241"|"Scuola"|"Scuola - Sec. 1 Gr."|"Busca"|"Corso Giovanni Giolitti, 8"|""|""|"BDTRE"|""|"S"|"S"|""|""|""|""|""|""|"500"|"004034"|"Busca"
